molecule_chembl_id,pchembl_value,smiles,ROMol
CHEMBL186166,7.7,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDBA0>
CHEMBL26501,7.7,CN(C)C[C@H]1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDC10>
CHEMBL50894,7.7,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDC80>
CHEMBL263907,7.7,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc(F)c3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDCF0>
CHEMBL2386102,7.7,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDD60>
CHEMBL4635680,7.7,O=C(NCC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDDD0>
CHEMBL189459,7.7,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDE40>
CHEMBL352222,7.7,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDEB0>
CHEMBL1081630,7.7,COc1ccc(N/N=C2\C(=O)NN=C2c2cccnc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDF20>
CHEMBL4071773,7.68,C[C@@H]1CN(C(=O)c2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000026B41ABDF90>
CHEMBL4779478,7.68,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94040>
CHEMBL3736035,7.68,COc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(Cc5ccc(C(=O)O)o5)CC4)c3c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A940B0>
CHEMBL407730,7.68,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4cccc(O)c4)ccc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94120>
CHEMBL3647951,7.68,N#Cc1ccc(NCCNc2nc(-c3ccc(Cl)cc3Cl)cn3nc(C(=O)O)cc23)nc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94190>
CHEMBL2386095,7.67,O=C1NC(=O)C(c2cn(CCO)c3ccc(Br)cc23)=C1c1coc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94200>
CHEMBL3091529,7.66,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94270>
CHEMBL4099428,7.66,Cn1c(N2CCNC(c3ccc(Br)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A942E0>
CHEMBL4068965,7.66,C[C@@H]1CN(C)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94350>
CHEMBL4789145,7.66,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A943C0>
CHEMBL4633727,7.66,O=C(NC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94430>
CHEMBL259744,7.66,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A944A0>
CHEMBL4638321,7.66,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccnc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94510>
CHEMBL126077,7.66,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94580>
CHEMBL1087243,7.66,COc1ccc(OC)c(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A945F0>
CHEMBL2177180,7.66,COCCCNC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94660>
CHEMBL3410105,7.66,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A946D0>
CHEMBL1091082,7.66,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(F)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94740>
CHEMBL4070244,7.66,Cn1c(N2CCNC(c3cccc(F)c3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A947B0>
CHEMBL2064532,7.66,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94820>
CHEMBL1834318,7.66,Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94890>
CHEMBL4467820,7.66,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4ccccc4)o3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94900>
CHEMBL53745,7.66,Cn1cc(C2=C(c3cccs3)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94970>
CHEMBL359482,7.66,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A949E0>
CHEMBL253956,7.64,O=C1OC(Nc2ncc3nnn(-c4ccccc4)c3n2)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94A50>
CHEMBL5084461,7.64,C#Cc1ccc2c(c1)[nH]c1ncnc(N(C)C3CCCN(CCC#N)C3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94AC0>
CHEMBL1682348,7.64,Clc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94B30>
CHEMBL1091083,7.64,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(OCc4ccccc4)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94BA0>
CHEMBL1082176,7.64,COc1cccc(C2=NNC(=O)/C2=N\Nc2ccncc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94C10>
CHEMBL1081103,7.64,COc1ccncc1C1=NNC(=O)/C1=N\Nc1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94C80>
CHEMBL4568087,7.64,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94CF0>
CHEMBL404507,7.64,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4cccs4)cc3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94D60>
CHEMBL3093050,7.64,Cn1c(NCC(O)c2ccccc2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94DD0>
CHEMBL1081432,7.64,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94E40>
CHEMBL296586,7.64,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94EB0>
CHEMBL4443821,7.64,O=C(/C=C/c1cnc2[nH]cc(-c3ccc(F)cc3)c2c1)NCc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94F20>
CHEMBL4475312,7.64,NC(=O)c1nc(-c2ccccc2O)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A94F90>
CHEMBL3401121,7.64,C[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA040>
CHEMBL4863960,7.64,O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA0B0>
CHEMBL3410108,7.62,Cn1nc(C(N)=O)cc1-c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA120>
CHEMBL4760111,7.62,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA190>
CHEMBL552038,7.62,Cc1cc(Nc2nc(Nc3ccccc3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA200>
CHEMBL3940448,7.62,O=C1N/C(=N/Cc2ccccc2)S/C1=C\c1ccc(Cl)c([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA270>
CHEMBL98153,7.62,O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA2E0>
CHEMBL247271,7.62,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCCc1ccc(c(N3CCCC3)n1)CCCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA350>
CHEMBL404565,7.62,O=C(O)CCc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA3C0>
CHEMBL427909,7.62,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(-c3ccccc3)cc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA430>
CHEMBL516261,7.62,COCc1ccc2c(C3=C(c4cn(C)c5ccc(F)cc45)C(=O)NC3=O)coc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA4A0>
CHEMBL4067737,7.62,C[C@@H]1CN(c2ncccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA510>
CHEMBL4090743,7.62,Cc1cc(F)ccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA580>
CHEMBL3652551,7.6,Cc1cc(Nc2n[nH]c3ccc(F)cc23)nc(C2CCCCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA5F0>
CHEMBL399140,7.6,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccccc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA660>
CHEMBL4075525,7.6,CCOc1ccccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA6D0>
CHEMBL3093054,7.6,Cn1c(NCC(=O)c2cccc(F)c2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA740>
CHEMBL2386107,7.6,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)cnc21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA7B0>
CHEMBL103055,7.6,CCN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA820>
CHEMBL489435,7.6,C#CCOc1ccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA890>
CHEMBL469509,7.6,COc1ccc(-c2coc3ccc(-c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA900>
CHEMBL1682351,7.58,Fc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA970>
CHEMBL336179,7.58,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCOCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAA9E0>
CHEMBL156379,7.58,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAA50>
CHEMBL4792741,7.58,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Br)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAAC0>
CHEMBL253748,7.58,O=C(O)c1ccc(Nc2ncc([N+](=O)[O-])c(NC34CC5CC(CC(C5)C3)C4)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAB30>
CHEMBL4076461,7.58,COc1cc(F)ccc1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1C,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAABA0>
CHEMBL3735522,7.58,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cncc(OC)c4)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAC10>
CHEMBL1210236,7.58,N#Cc1cccc(-c2nc3c(Nc4ccccc4)ncnc3[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAC80>
CHEMBL4756424,7.58,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAACF0>
CHEMBL111620,7.58,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ncc(C(F)(F)F)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAD60>
CHEMBL4076883,7.58,Cn1c(N2CCN[C@H](c3ccc(Cl)cc3)C2)nc(-c2ccncn2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAADD0>
CHEMBL4634867,7.58,O=C(NCC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAE40>
CHEMBL4795876,7.58,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2cccc(F)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAEB0>
CHEMBL1957952,7.58,Cc1ccc(S(=O)(=O)Nc2ccc(CCNC(=O)c3ccc(O)c4[nH]c(-c5ccc(F)cc5)nc34)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAF20>
CHEMBL4742138,7.57,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2Cl)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AAAF90>
CHEMBL251393,7.57,Brc1cnn2c(NCc3cccnc3)cc(C3CCCCC3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7040>
CHEMBL3093053,7.57,Cn1c(NCC(=O)c2ccccc2F)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA70B0>
CHEMBL1082236,7.57,CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)c(O)c3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7120>
CHEMBL2206750,7.57,O=C1N=C(NCc2ccccc2)S/C1=C\c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7190>
CHEMBL3736167,7.57,O=C(O)CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7200>
CHEMBL2048668,7.57,CN(C)S(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccc(F)cc4)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7270>
CHEMBL407003,7.57,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3Cl)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA72E0>
CHEMBL3091547,7.57,Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7350>
CHEMBL2391122,7.57,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA73C0>
CHEMBL3968891,7.56,O=C1N/C(=N/c2ccccc2)S/C1=C\c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7430>
CHEMBL4787336,7.56,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA74A0>
CHEMBL599224,7.55,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7510>
CHEMBL470168,7.55,COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C#N,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7580>
CHEMBL160586,7.55,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(Cl)c(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA75F0>
CHEMBL1682356,7.55,Clc1cc(Cl)cc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7660>
CHEMBL4636306,7.55,COCc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCOCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA76D0>
CHEMBL2391121,7.54,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7740>
CHEMBL4098678,7.54,C[C@@H]1CNCCN1c1nc(-c2ccncc2)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA77B0>
CHEMBL1082011,7.52,COc1cccc(C2=NNC(=O)/C2=N\Nc2cccnc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7820>
CHEMBL559559,7.52,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4Cl)nc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7890>
CHEMBL1081631,7.52,COc1ccc(N/N=C2\C(=O)NN=C2c2ccncc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7900>
CHEMBL329505,7.52,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7970>
CHEMBL405759,7.52,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA79E0>
CHEMBL258081,7.52,Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7A50>
CHEMBL3410093,7.52,COc1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7AC0>
CHEMBL361723,7.52,Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7B30>
CHEMBL403405,7.52,COc1cccc(Nc2nccc(C3=C(c4ccccc4)NN4C=CC=CC34)n2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7BA0>
CHEMBL3652547,7.52,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(C2CCOCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7C10>
CHEMBL181959,7.52,COc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7C80>
CHEMBL364197,7.52,Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3ccccc3)nn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7CF0>
CHEMBL3661031,7.52,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc(-c2ccccc2Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7D60>
CHEMBL3410109,7.52,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cn1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7DD0>
CHEMBL396327,7.52,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCc1ccc(c(N3CCCC3)n1)CCCn1cc2c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7E40>
CHEMBL2048675,7.52,Cc1ccncc1NC(=O)c1ccnc2[nH]c(N3CCC(c4ccccc4)C3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7EB0>
CHEMBL311228,7.52,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7F20>
CHEMBL359963,7.52,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41AA7F90>
CHEMBL3647952,7.52,CN1CCN(CCNC(=O)c2cc3c(NCCNc4ccc(C#N)cn4)nc(-c4ccc(Cl)cc4Cl)cn3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80040>
CHEMBL3401122,7.52,CC[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A800B0>
CHEMBL188785,7.52,COc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)cnn2n1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80120>
CHEMBL3735967,7.51,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccnc4)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80190>
CHEMBL4633607,7.51,O=C(NC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80200>
CHEMBL1957953,7.51,O=C(O)COc1cccc(CCCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4)nc23)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80270>
CHEMBL103421,7.51,CCN1CCOCCN(CC)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A802E0>
CHEMBL4643095,7.51,NCCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80350>
CHEMBL333829,7.51,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A803C0>
CHEMBL4873612,7.51,O=C(Nc1cncc(OCC2CCN(Cc3ccc(F)cc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80430>
CHEMBL1081616,7.51,COc1cccc(C2=C(c3cn(C)c4cc(F)ccc34)C(=O)NC2=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A804A0>
CHEMBL4799661,7.51,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80510>
CHEMBL1834324,7.51,CC(C)[C@@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80580>
CHEMBL1834125,7.51,COc1c(NCCNc2cccc3ccccc23)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A805F0>
CHEMBL430694,7.51,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80660>
CHEMBL1969664,7.51,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A806D0>
CHEMBL3919553,7.5,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80740>
CHEMBL2391125,7.5,COc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c(C#N)c1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A807B0>
CHEMBL5186025,7.49,O=C1Nc2ccc(Br)cc2/C1=N/NC(=O)c1cc2cc(Br)ccc2o1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80820>
CHEMBL4641148,7.48,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cnccc3CO)cc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80890>
CHEMBL1940900,7.48,C[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(N)=O)cn1c23,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80900>
CHEMBL106384,7.48,CN1CCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80970>
CHEMBL562416,7.48,Cc1cc(Nc2nc(Sc3cccc(Cl)c3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A809E0>
CHEMBL442802,7.47,CC(=O)NCCSc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,<rdkit.Chem.rdchem.Mol object at 0x0000026B41A80A50>
